City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
144,luanda,-8.8368,13.2343,28.0,69,20,5.14,AO,1684343935
145,alindao,5.0267,21.2088,25.34,76,99,2.08,CF,1684344228
146,punta arenas,-53.15,-70.9167,5.06,75,20,7.2,CL,1684344228
147,jamestown,42.097,-79.2353,11.96,48,0,6.69,US,1684343952
148,georgetown,5.4112,100.3354,29.97,82,20,1.54,MY,1684344112
149,viedma,-40.8135,-62.9967,22.38,33,97,4.47,AR,1684344229
150,flying fish cove,-10.4217,105.6791,24.82,78,77,2.57,CX,1684344229
151,ola,59.5833,151.2833,5.08,83,100,4.53,RU,1684344229
152,zhezqazghan,47.7833,67.7667,16.12,59,91,5.23,KZ,1684344229
153,lander,42.833,-108.7307,20.32,39,0,1.54,US,1684344091
154,avarua,-21.2078,-159.775,22.03,73,98,2.57,CK,1684344201
155,cidreira,-30.1811,-50.2056,20.48,69,0,7.01,BR,1684344230
156,tyul'gan,52.3405,56.166,15.24,47,98,6.6,RU,1684344230
157,petropavlovka,50.6114,105.3196,9.85,41,44,0.94,RU,1684344230
158,vilyuchinsk,52.9306,158.4028,2.15,94,100,1.38,RU,1684344230
159,princeville,45.7668,-61.2985,7.87,94,100,3.13,CA,1684344231
160,papao,-17.75,-149.55,24.82,76,14,0.33,PF,1684344231
161,wailua homesteads,22.0669,-159.378,23.44,81,100,6.17,US,1684344231
162,isafjordur,66.0755,-23.124,10.02,62,75,5.14,IS,1684344231
163,kapuskasing,49.4169,-82.4331,2.0,64,100,3.09,CA,1684344190
164,haiku-pauwela,20.9219,-156.3051,23.36,81,0,1.54,US,1684344231
165,nicoya,10.1483,-85.452,33.63,47,12,1.94,CR,1684344231
166,choroszcz,53.1433,22.9889,10.73,92,100,5.37,PL,1684344232
167,fale old settlement,-9.3852,-171.2468,28.58,78,88,6.44,TK,1684344232
168,madalena,41.2162,-8.3345,27.09,29,2,3.7,PT,1684344232
169,leava,-14.3,-178.1667,27.68,78,98,5.19,WF,1684344232
170,guelmim,28.987,-10.0574,20.19,49,20,8.23,MA,1684344232
171,margate,51.3813,1.3862,13.26,68,94,3.13,GB,1684344232
172,ta`u,-14.2336,-169.5144,26.76,85,100,9.26,AS,1684344232
173,moapa valley,36.5805,-114.4703,32.04,30,16,0.07,US,1684344233
174,howard springs,-12.497,131.047,22.95,58,50,2.76,AU,1684344233
175,chemin grenier,-20.4872,57.4656,22.77,80,31,0.17,MU,1684344233
176,broome,42.2506,-75.833,12.06,47,75,8.75,US,1684344233
177,hutchinson,38.0608,-97.9298,23.91,45,0,4.12,US,1684344228
178,bang saphan,11.2126,99.5117,27.25,80,16,3.11,TH,1684344233
179,hammerfest,70.6634,23.6821,5.25,81,75,3.6,NO,1684344233
180,urangan,-25.3,152.9,18.45,74,0,5.89,AU,1684344233
181,westport,41.1415,-73.3579,17.83,34,0,8.23,US,1684344234
182,namibe,-15.1961,12.1522,23.39,58,4,7.34,AO,1684344234
183,longyearbyen,78.2186,15.6401,-3.09,74,100,3.09,SJ,1684344036
184,klyuchi,52.2667,79.1667,7.86,41,14,3.43,RU,1684344234
185,tura,25.5198,90.2201,19.7,97,96,2.31,IN,1684344234
186,glasgow,55.8652,-4.2576,15.01,64,100,5.14,GB,1684344221
187,atar,20.5169,-13.0499,38.32,14,4,7.07,MR,1684344234
188,port mathurin,-19.6833,63.4167,25.9,80,15,6.35,MU,1684344234
189,vanimo,-2.6741,141.3028,24.85,87,100,2.16,PG,1684344235
190,sisimiut,66.9395,-53.6735,1.44,69,19,2.81,GL,1684344235
191,hadibu,12.65,54.0333,30.42,76,76,1.87,YE,1684344235
192,pangai,-19.8,-174.35,25.06,78,20,5.66,TO,1684344235
193,vilyuysk,63.7553,121.6247,0.45,90,47,2.14,RU,1684344235
194,goure,13.9835,10.2704,40.28,15,31,2.56,NE,1684344235
195,puerto baquerizo moreno,-0.9,-89.6,26.55,89,75,3.09,EC,1684344235
196,port moresby,-9.4431,147.1797,23.68,100,40,2.57,PG,1684344034
197,antofagasta,-23.65,-70.4,20.6,65,0,4.38,CL,1684344144
198,lodwar,3.1191,35.5973,33.04,36,21,5.7,KE,1684344236
199,bogdanovich,56.7803,62.0494,9.53,47,29,3.47,RU,1684344236
200,potsdam,52.3989,13.0657,16.73,50,32,1.34,DE,1684343943
201,el porvenir,13.7617,-87.3458,32.63,45,69,2.76,HN,1684343960
202,morehead city,34.7229,-76.726,28.02,69,40,4.63,US,1684344236
203,touros,-5.1989,-35.4608,29.43,68,61,5.64,BR,1684344157
204,mossel bay,-34.1831,22.146,14.96,87,100,3.2,ZA,1684344236
205,banda aceh,5.5577,95.3222,27.81,78,73,4.43,ID,1684344237
206,zhanaozen,43.3,52.8,13.34,76,32,8.27,KZ,1684344237
207,prince albert,53.2001,-105.7677,9.97,57,100,6.69,CA,1684344237
208,nova sintra,14.8667,-24.7167,20.62,77,3,9.21,CV,1684344237
209,uturoa,-16.7333,-151.4333,27.61,77,17,4.49,PF,1684344237
210,sosnovo-ozerskoye,52.5249,111.5418,4.57,60,80,1.29,RU,1684344237
211,kayangel,8.0823,134.7173,27.77,78,99,0.91,PW,1684344237
212,novo aripuana,-5.1206,-60.3797,30.36,72,88,1.39,BR,1684344237
213,ciudad acuna,29.3232,-100.9522,27.39,64,0,2.57,MX,1684344237
214,washington,47.5001,-120.5015,23.97,62,25,1.03,US,1684344193
215,santiago de cao,-7.9589,-79.2392,26.07,69,0,5.14,PE,1684344238
216,susuman,62.7833,148.1667,1.75,88,100,2.05,RU,1684344238
217,la ronge,55.1001,-105.2842,8.14,66,75,5.66,CA,1684344238
218,puerto ayora,-0.7393,-90.3518,30.98,86,92,2.24,EC,1684344238
219,mahina,-17.5065,-149.489,24.87,73,20,3.09,PF,1684344238
220,coquimbo,-29.9533,-71.3436,21.85,49,20,3.09,CL,1684344238
221,karatas,36.582,35.3701,28.36,69,2,5.13,TR,1684344238
222,port macquarie,-31.4333,152.9167,9.94,89,75,5.54,AU,1684344238
223,arteche,12.2645,125.4048,25.57,91,100,1.5,PH,1684344239
224,sao gabriel da cachoeira,-0.1303,-67.0892,26.89,94,40,0.51,BR,1684344239
225,hasaki,35.7333,140.8333,18.45,79,0,0.68,JP,1684344239
226,camayenne,9.535,-13.6878,33.05,62,75,3.09,GN,1684344239
227,alice springs,-23.7,133.8833,5.75,70,23,2.49,AU,1684343978
228,gulf shores,30.246,-87.7008,31.27,66,20,5.14,US,1684344198
229,quellon,-43.1167,-73.6167,13.14,67,75,2.57,CL,1684344239
230,kudahuvadhoo,2.6708,72.8944,28.38,79,54,3.4,MV,1684344239
231,kitimat,54.0524,-128.6534,21.62,58,2,1.11,CA,1684344239
232,tenno,39.9,139.9667,14.09,93,66,4.14,JP,1684344240
233,darwin,-12.4611,130.8418,22.99,54,46,2.57,AU,1684344240
234,kulhudhuffushi,6.6221,73.07,28.94,78,85,3.42,MV,1684344240
235,antsiranana,-12.2787,49.2917,24.37,90,67,2.13,MG,1684344240
236,barra de santo antonio,-9.4047,-35.5072,28.6,69,96,4.15,BR,1684344240
237,cafayate,-26.073,-65.9761,25.46,21,0,1.51,AR,1684344240
238,tromso,69.6496,18.957,5.21,70,75,6.69,NO,1684344240
239,katsuren-haebaru,26.3369,127.8719,24.21,100,75,8.23,JP,1684344240
240,joal-fadiout,14.1667,-16.8333,31.11,46,15,8.35,SN,1684344241
241,kushk,33.2957,61.9522,19.17,28,0,3.52,AF,1684344241
242,roha,18.4333,73.1167,28.36,75,0,1.88,IN,1684344241
243,richards bay,-28.783,32.0377,19.06,77,45,1.0,ZA,1684344241
244,saint-flour,45.0833,3.0,9.28,66,71,6.04,FR,1684344241
245,mukalla,14.5425,49.1242,29.63,74,59,2.82,YE,1684344241
246,kashin,57.3592,37.6081,17.18,67,10,3.63,RU,1684344241
247,itaituba,-4.2761,-55.9836,32.09,66,75,1.03,BR,1684344242
248,merizo village,13.2658,144.6691,28.31,89,87,6.43,GU,1684344242
249,lubang,13.8584,120.124,29.19,76,94,3.01,PH,1684344196
250,kerema,-7.9631,145.7785,25.24,88,100,3.21,PG,1684344242
251,ijebu-igbo,6.9798,4.0033,30.2,63,99,3.58,NG,1684344243
252,nuuk,64.1835,-51.7216,3.34,81,40,4.12,GL,1684344097
253,callao,-12.0667,-77.15,25.16,57,0,5.14,PE,1684344243
254,santa maria,-29.6842,-53.8069,20.61,73,0,1.54,BR,1684344244
255,bulayevo,54.9056,70.4439,8.11,57,60,3.73,KZ,1684344244
256,whittlesea,-32.1759,26.8244,11.47,60,25,3.59,ZA,1684344244
257,kasane,-17.8167,25.15,20.05,49,0,1.03,BW,1684344244
258,yaren,-0.5472,166.916,28.35,77,88,2.34,NR,1684344245
259,linares,-35.85,-71.6,16.05,69,89,1.68,CL,1684344245
260,tucumcari,35.1717,-103.725,25.52,41,0,0.0,US,1684344245
261,pariaman,-0.619,100.12,26.03,86,99,1.18,ID,1684344245
262,port alfred,-33.5906,26.891,16.21,85,27,1.79,ZA,1684344247
263,praia da vitoria,38.7333,-27.0667,22.14,83,20,5.22,PT,1684344247
264,tupaciguara,-18.5922,-48.705,27.77,18,0,2.65,BR,1684344247
265,lata,40.1629,-8.3327,26.94,23,84,4.35,PT,1684344248
266,sibut,5.718,19.0739,26.48,66,100,2.63,CF,1684344249
267,kerikeri,-35.2268,173.9474,12.44,81,99,3.35,NZ,1684344249
268,adolfo lopez mateos,28.4667,-107.3,19.96,34,76,0.23,MX,1684344251
269,padre bernardo,-15.35,-48.5,32.92,24,0,0.64,BR,1684344252
270,zholymbet,51.7433,71.7122,11.86,32,99,8.95,KZ,1684344252
271,vorgashor,67.5833,63.95,1.1,100,100,3.25,RU,1684344253
272,la'ie,21.6477,-157.9253,23.12,80,87,4.11,US,1684344253
273,alexandria,31.2156,29.9553,20.19,82,0,8.76,EG,1684344064
274,treasure island,27.7692,-82.769,31.78,67,0,5.14,US,1684344254
275,ellsworth,44.5434,-68.4195,11.24,54,100,4.12,US,1684344254
276,kismayo,-0.3582,42.5454,26.93,82,15,6.24,SO,1684344254
277,kloulklubed,7.0419,134.2556,28.01,76,100,1.98,PW,1684344255
278,tazacorte,28.629,-17.9293,22.54,70,20,7.72,ES,1684344255
279,lorengau,-2.0226,147.2712,27.14,83,100,6.73,PG,1684344255
280,necochea,-38.5473,-58.7368,21.69,53,100,5.37,AR,1684344256
281,al ghayzah,16.2079,52.176,29.83,76,0,4.91,YE,1684344256
282,anna regina,7.2644,-58.5077,28.64,71,75,3.95,GY,1684344256
283,sakakah,29.9697,40.2064,34.76,12,88,3.44,SA,1684344257
284,prince rupert,54.3161,-130.3201,12.05,95,0,3.09,CA,1684344257
285,minas de marcona,-15.2119,-75.1103,20.59,55,9,6.07,PE,1684344257
286,kargopol',61.5071,38.9456,17.27,55,100,2.8,RU,1684344258
287,uzgen,40.7699,73.3007,17.68,76,52,1.88,KG,1684344258
288,enewetak,11.3474,162.3373,27.85,75,93,6.69,MH,1684344258
289,tarnogskiy gorodok,60.4997,43.5761,16.47,60,14,2.13,RU,1684344260
290,tucurui,-3.7661,-49.6725,29.29,74,90,1.39,BR,1684344260
291,quartu sant'elena,39.2419,9.1839,21.15,56,20,12.96,IT,1684344232
292,rongelap,11.1635,166.8941,27.5,78,100,7.37,MH,1684344261
293,slavsk,55.0425,21.677,8.71,72,100,4.12,RU,1684344261
294,asau,46.4333,26.4,18.51,72,100,1.12,RO,1684344262
295,loreto,22.2667,-101.9667,23.0,24,25,2.7,MX,1684344262
296,bondo,3.8146,23.6866,24.18,82,86,1.06,CD,1684344262
297,lebu,-37.6167,-73.65,13.25,59,90,0.97,CL,1684344262
298,las lomitas,-24.7096,-60.593,28.98,30,100,5.86,AR,1684344263
299,mary,37.0,62.5,18.01,41,0,4.24,TM,1684344263
300,tsuruga,35.6455,136.0558,18.62,63,19,2.26,JP,1684344191
301,pachino,36.7186,15.0907,17.73,70,35,10.39,IT,1684344263
302,sao vicente,-23.9631,-46.3919,24.59,60,75,2.06,BR,1684344263
303,tsiombe,-25.3,45.4833,18.62,73,28,1.91,MG,1684344264
304,loa janan,-0.583,117.095,23.67,98,97,1.02,ID,1684344264
305,kokopo,-4.352,152.2633,25.22,87,99,1.67,PG,1684344264
306,yeppoon,-23.1333,150.7333,11.88,72,5,2.55,AU,1684344265
307,palikir - national government center,6.9248,158.1611,26.41,89,75,1.03,FM,1684344265
308,alo,7.4178,6.7371,33.53,52,85,3.29,NG,1684344266
309,aswan,24.0934,32.907,36.43,9,0,4.47,EG,1684344266
310,saldanha,-33.0117,17.9442,16.03,93,76,3.8,ZA,1684344266
311,mettur,11.8,77.8,29.79,59,52,2.71,IN,1684344266
312,canon city,38.441,-105.2424,25.09,30,0,2.57,US,1684344267
313,norrtalje,59.758,18.705,7.46,95,100,3.05,SE,1684344267
314,laguna,38.421,-121.4238,30.05,52,0,1.54,US,1684344267
315,remire-montjoly,4.9167,-52.2667,25.02,94,75,1.03,GF,1684344268
316,brookings,44.3114,-96.7984,24.5,40,0,3.09,US,1684344036
317,fort mcmurray,56.7268,-111.381,7.73,61,100,6.17,CA,1684344208
318,maddela,16.3414,121.6849,24.45,94,100,0.23,PH,1684344270
319,khandyga,62.6667,135.6,4.84,89,100,1.96,RU,1684344271
320,fuling,29.7022,107.3919,23.69,75,35,1.45,CN,1684344271
321,gaspe,48.8334,-64.4819,7.12,33,75,4.12,CA,1684344273
322,duki,30.1541,68.5728,20.83,54,46,4.27,PK,1684344273
323,priob'ye,62.5206,65.5964,12.54,59,76,2.82,RU,1684344274
324,alofi,-19.0595,-169.9187,21.94,83,100,2.06,NU,1684344274
325,yanchep,-31.55,115.6833,20.07,36,9,5.99,AU,1684344274
326,tual,-5.6667,132.75,28.17,74,100,8.35,ID,1684344275
327,cadale,2.7603,46.3222,27.32,85,63,7.53,SO,1684344275
328,podporozh'ye,60.9112,34.1706,15.41,71,100,0.82,RU,1684344275
329,dunedin,-45.8742,170.5036,10.45,96,100,2.24,NZ,1684344275
330,coruripe,-10.1256,-36.1756,28.85,64,100,4.69,BR,1684344276
331,arkhangel'sk,64.5401,40.5433,18.84,53,100,4.25,RU,1684344276
332,turpan,42.9333,89.1667,26.94,29,80,1.21,CN,1684344276
333,sainyabuli,19.25,101.75,23.19,73,87,0.57,LA,1684344276
334,mil'kovo,55.6078,37.7956,21.27,67,25,3.29,RU,1684344276
335,new norfolk,-42.7826,147.0587,4.28,77,11,1.32,AU,1684344277
336,mar del plata,-38.0023,-57.5575,23.01,71,0,4.12,AR,1684344049
337,hilo,19.7297,-155.09,21.81,93,100,2.57,US,1684344277
338,briceni,48.3572,27.7036,16.81,70,99,2.62,MD,1684344277
339,vincennes,48.85,2.4333,17.62,52,75,6.69,FR,1684344277
340,evans,33.5337,-82.1307,30.28,63,40,3.09,US,1684344151
341,concepcion del oro,24.6333,-101.4167,20.44,35,4,1.98,MX,1684344277
342,lower hutt,-41.2167,174.9167,14.95,64,20,5.14,NZ,1684344278
343,owen sound,44.5672,-80.9435,4.53,60,1,4.02,CA,1684344278
344,bogande,12.9714,-0.1436,40.15,21,96,1.63,BF,1684344278
345,hovd,48.0056,91.6419,10.98,36,0,4.99,MN,1684344278
346,gamba,-2.65,10.0,26.6,86,99,3.79,GA,1684344278
347,monrovia,6.3005,-10.7969,30.87,72,62,3.46,LR,1684344278
348,akureyri,65.6835,-18.0878,15.96,41,20,5.14,IS,1684344278
349,rio grande,-32.035,-52.0986,23.06,72,1,6.12,BR,1684344279
350,northam,51.0333,-4.2167,15.22,76,78,3.74,GB,1684344279
351,amurzet,47.6967,131.0981,9.82,58,100,2.33,RU,1684344279
352,rochester,43.1548,-77.6156,9.51,55,20,5.66,US,1684344015
353,nogliki,51.8333,143.1667,1.87,99,91,1.88,RU,1684344279
354,bilajer,40.5681,50.0378,15.9,63,20,0.0,AZ,1684344279
355,tosontsengel,48.7567,98.2839,5.47,49,59,0.96,MN,1684344279
356,ust'-kulom,61.6864,53.6902,15.83,60,76,1.93,RU,1684344280
357,crane,31.3974,-102.3501,26.96,38,54,2.85,US,1684344280
358,nuku'alofa,-21.1333,-175.2,23.19,78,20,4.63,TO,1684344280
359,nadym,65.5333,72.5167,0.55,74,17,4.89,RU,1684344280
360,sinabang,2.4803,96.3801,27.91,75,90,1.03,ID,1684344280
361,port augusta,-32.5,137.7667,9.72,67,0,3.06,AU,1684344280
362,okha,53.5739,142.9478,1.42,99,100,3.02,RU,1684344280
363,sola,-13.8833,167.55,27.4,82,86,4.66,VU,1684344280
364,road town,18.4167,-64.6167,31.02,66,20,5.14,VG,1684344233
365,marion,39.7684,-86.1555,21.23,55,75,5.14,US,1684344013
366,ancud,-41.8697,-73.8203,11.45,73,95,1.08,CL,1684344281
367,constantia,44.1833,28.65,16.5,77,100,7.01,RO,1684344246
368,san patricio,28.017,-97.5169,28.99,59,25,2.8,US,1684344281
369,san luis de la loma,17.2706,-100.8939,32.16,53,0,4.1,MX,1684344281
370,bedele,8.456,36.353,16.81,79,99,1.82,ET,1684344281
